Ref #,State,Organization,Date,Fact-Check URL,Author,Title,Paywall — Wayback Machine Link,TV Alternate/Duplicate Link,Notes,Claimant Name // (Claim Source?),Type of Claimant,Political Designation,Party Affiliation,Current Officeholder?,Current Position,Running for Office?,Aspiring Position,Topic,Source of Statement,Fact-Check Format,Was a Definitive Rating Given?,Multiple claims?,DELETE,INDIVIDUAL RECORD,ECONOMIC ISSUES,GOVERNMENT OPERATIONS,VOTING/ELECTIONS,CIVIL RIGHTS MINORITY ISSUES AND CIVIL LIBERTIES,IMMIGRATION AND REFUGEE ISSUES,LGBTQ,RACE,RELIGION,SOCIAL WELFARE,EDUCATION,ABORTION/WOMEN,HEALTH,LAW AND CRIME AND POLICING,GUNS,HISTORY,LEGISLATION,AGRICULTURE,ENERGY AND ENVIRONMENT,COMMUNITY DEVELOPMENT AND HOUSING,TECHNOLOGY SCIENCE SPACE,MEDIA AND COMMUNICATIONS
,Oklahoma,The Frontier fact checks,7/4/2022,https://www.readfrontier.org/stories/we-fact-checked-gop-hopefuls-for-state-superintendent/,Frontier Staff,We fact-checked GOP hopefuls for state superintendent,,,,Ryan Walters,Political,Politician,Republican,No,,Yes,Superintendent of Public Instruction,"Education, History, Government Operations",Debate,Article,Yes,B,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
465,Oklahoma,The Frontier fact checks,6/24/2022,https://www.readfrontier.org/stories/we-fact-checked-oklahoma-2nd-congressional-district-candidates/,Frontier Staff,We fact-checked Oklahoma 2nd Congressional District candidates,,,,Chris Schiller,Political,Politician,Republican,No,,Yes,U.S. Representative,"Immigration and Refugee Issues, Government Operations",Debate,Article,Yes,A,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,6/25/2022,https://www.readfrontier.org/stories/we-fact-checked-oklahoma-2nd-congressional-district-candidates/,Frontier Staff,We fact-checked Oklahoma 2nd Congressional District candidates,,,,John Bennett,Political,Politician,Republican,No,,Yes,U.S. Representative,"Government Operations, Economic Issues",Debate,Article,Yes,B,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,6/26/2022,https://www.readfrontier.org/stories/we-fact-checked-oklahoma-2nd-congressional-district-candidates/,Frontier Staff,We fact-checked Oklahoma 2nd Congressional District candidates,,,,Wes Nofire,Political,Politician,Republican,No,,Yes,U.S. Representative,"Abortion/Women, Race",Debate,Article,Yes,B,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,6/27/2022,https://www.readfrontier.org/stories/we-fact-checked-oklahoma-2nd-congressional-district-candidates/,Frontier Staff,We fact-checked Oklahoma 2nd Congressional District candidates,,,,Wes Nofire,Political,Politician,Republican,No,,Yes,U.S. Representative,"Race, Government Operations",Debate,Article,Yes,B,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,6/28/2022,https://www.readfrontier.org/stories/we-fact-checked-oklahoma-2nd-congressional-district-candidates/,Frontier Staff,We fact-checked Oklahoma 2nd Congressional District candidates,,,,Wes Nofire,Political,Politician,Republican,No,,Yes,U.S. Representative,"Race, Voting/Elections, Individual Record",Debate,Article,Yes,B,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Oklahoma,The Frontier fact checks,6/10/2022,https://www.readfrontier.org/stories/we-fact-checked-republican-corporation-commission-candidates/,Frontier Staff,We fact-checked Republican Corporation Commission candidates,,,,Kim David,Political,Politician,Republican,Yes,State Legislator,Yes,State Official,"Energy and Environment, History",Debate,Article,Yes,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
,Oklahoma,The Frontier fact checks,6/11/2022,https://www.readfrontier.org/stories/we-fact-checked-republican-corporation-commission-candidates/,Frontier Staff,We fact-checked Republican Corporation Commission candidates,,,,Justin Hornback,Political,Politician,Republican,No,,Yes,State Official,"Voting/Elections, Individual Record",Debate,Article,Yes,B,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,6/12/2022,https://www.readfrontier.org/stories/we-fact-checked-republican-corporation-commission-candidates/,Frontier Staff,We fact-checked Republican Corporation Commission candidates,,,,Harold Spradling,Political,Politician,Republican,No,,Yes,State Official,"Race, Energy and Environment",Debate,Article,Yes,B,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Oklahoma,The Frontier fact checks,6/13/2022,https://www.readfrontier.org/stories/we-fact-checked-republican-corporation-commission-candidates/,Frontier Staff,We fact-checked Republican Corporation Commission candidates,,,,Kim David,Political,Politician,Republican,Yes,State Legislator,Yes,State Official,Energy and Environment,Debate,Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Oklahoma,The Frontier fact checks,6/14/2022,https://www.readfrontier.org/stories/we-fact-checked-republican-corporation-commission-candidates/,Frontier Staff,We fact-checked Republican Corporation Commission candidates,,,,Kim David,Political,Politician,Republican,Yes,State Legislator,Yes,State Official,"Energy and Environment, Community Development and Housing",Debate,Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
467,Oklahoma,The Frontier fact checks,8/19/2022,https://www.readfrontier.org/stories/we-fact-checked-gop-candidates-for-state-treasurer/,Frontier Staff,We fact-checked GOP candidates for state treasurer,,,,Todd Russ,Political,Politician,Republican,Yes,State Legislator,Yes,State Treasurer,"Race, Health, Individual Record",Debate,Article,Yes,A,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,8/20/2022,https://www.readfrontier.org/stories/we-fact-checked-gop-candidates-for-state-treasurer/,Frontier Staff,We fact-checked GOP candidates for state treasurer,,,,Clark Jolley,Political,Politician,Republican,No,,Yes,State Treasurer,"Economic Issues, Education, Government Operations, Individual Record",Debate,Article,Yes,B,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,8/21/2022,https://www.readfrontier.org/stories/we-fact-checked-gop-candidates-for-state-treasurer/,Frontier Staff,We fact-checked GOP candidates for state treasurer,,,,Todd Russ,Political,Politician,Republican,Yes,State Legislator,Yes,State Treasurer,"Economic Issues, Individual Record",Debate,Article,Yes,B,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,8/22/2022,https://www.readfrontier.org/stories/we-fact-checked-gop-candidates-for-state-treasurer/,Frontier Staff,We fact-checked GOP candidates for state treasurer,,,,Clark Jolley,Political,Politician,Republican,No,,Yes,State Treasurer,"Government Operations, Individual Record",Debate,Article,Yes,B,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,Oklahoma,The Frontier fact checks,9/20/2022,https://www.readfrontier.org/stories/we-fact-checked-oklahomas-book-banning-controversy/,Frontier Staff,We fact-checked Oklahoma’s book-banning controversy,,,,PEN America,Nonpolitical,,,,,,,"Education, Race",Written Statement,Article,Yes,A,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,9/21/2022,https://www.readfrontier.org/stories/we-fact-checked-oklahomas-book-banning-controversy/,Frontier Staff,We fact-checked Oklahoma’s book-banning controversy,,,,Fox 25,Nonpolitical,,,,,,,Education,Written Statement,Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,9/22/2022,https://www.readfrontier.org/stories/we-fact-checked-oklahomas-book-banning-controversy/,Frontier Staff,We fact-checked Oklahoma’s book-banning controversy,,,,Summer Boismier,Nonpolitical,,,,,,,"Legislation, Individual Record",Written Statement,Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
469,Oklahoma,The Frontier fact checks,10/19/2022,https://www.readfrontier.org/stories/we-fact-checked-candidates-for-oklahoma-county-district-attorney/,Frontier Staff,We fact-checked candidates for Oklahoma County District Attorney,,,,Vicki Behenna,Political,Politician,Democratic,No,,Yes,District Attorney,Individual Record,Debate,Article,Yes,A,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,10/20/2022,https://www.readfrontier.org/stories/we-fact-checked-candidates-for-oklahoma-county-district-attorney/,Frontier Staff,We fact-checked candidates for Oklahoma County District Attorney,,,,Kevin Calvey,Political,Politician,Republican,Yes,State Legislator,Yes,District Attorney,"Law and Crime and Policing, Health",Debate,Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,10/21/2022,https://www.readfrontier.org/stories/we-fact-checked-candidates-for-oklahoma-county-district-attorney/,Frontier Staff,We fact-checked candidates for Oklahoma County District Attorney,,,,Vicki Behenna,Political,Politician,Democratic,No,,Yes,District Attorney,"Abortion/Women, Law and Crime and Policing",Debate,Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,10/22/2022,https://www.readfrontier.org/stories/we-fact-checked-candidates-for-oklahoma-county-district-attorney/,Frontier Staff,We fact-checked candidates for Oklahoma County District Attorney,,,,Kevin Calvey,Political,Politician,Republican,Yes,State Legislator,Yes,District Attorney,Law and Crime and Policing,Debate,Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,10/23/2022,https://www.readfrontier.org/stories/we-fact-checked-candidates-for-oklahoma-county-district-attorney/,Frontier Staff,We fact-checked candidates for Oklahoma County District Attorney,,,,Vicki Behenna,Political,Politician,Democratic,No,,Yes,District Attorney,Law and Crime and Policing,Debate,Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,10/24/2022,https://www.readfrontier.org/stories/we-fact-checked-candidates-for-oklahoma-county-district-attorney/,Frontier Staff,We fact-checked candidates for Oklahoma County District Attorney,,,,Kevin Calvey,Political,Politician,Republican,Yes,State Legislator,Yes,District Attorney,"Law and Crime and Policing, Individual Record",Debate,Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
470,Oklahoma,The Frontier fact checks,10/21/2022,https://www.readfrontier.org/stories/we-fact-checked-the-oklahoma-governors-debate-between-kevin-stitt-and-joy-hofmeister/,Frontier Staff,We fact-checked the Oklahoma governor’s debate between Kevin Stitt and Joy Hofmeister,,,The Frontier is partnering with NonDoc and News 9 to fact-check debates in the gubernatorial and Oklahoma County district attorney races ahead of the November election.,Joy Hofmeister,Political,Politician,Democratic,Yes,Superintendent of Public Instruction,Yes,Governor,"Law and Crime and Policing, Individual Records",Debate,Article,Yes,A,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,10/22/2022,https://www.readfrontier.org/stories/we-fact-checked-the-oklahoma-governors-debate-between-kevin-stitt-and-joy-hofmeister/,Frontier Staff,We fact-checked the Oklahoma governor’s debate between Kevin Stitt and Joy Hofmeister,,,,Kevin Stitt,Political,Politician,Republican,Yes,Governor,Yes,Governor,Law and Crime and Policing,Debate,Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,10/23/2022,https://www.readfrontier.org/stories/we-fact-checked-the-oklahoma-governors-debate-between-kevin-stitt-and-joy-hofmeister/,Frontier Staff,We fact-checked the Oklahoma governor’s debate between Kevin Stitt and Joy Hofmeister,,,,Kevin Stitt,Political,Politician,Republican,Yes,Governor,Yes,Governor,"Economic Issues, Community Development and Housing",Debate,Article,Yes,B,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Oklahoma,The Frontier fact checks,10/24/2022,https://www.readfrontier.org/stories/we-fact-checked-the-oklahoma-governors-debate-between-kevin-stitt-and-joy-hofmeister/,Frontier Staff,We fact-checked the Oklahoma governor’s debate between Kevin Stitt and Joy Hofmeister,,,,Joy Hofmeister,Political,Politician,Democratic,Yes,Superintendent of Public Instruction,Yes,Governor,Education,Debate,Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,10/25/2022,https://www.readfrontier.org/stories/we-fact-checked-the-oklahoma-governors-debate-between-kevin-stitt-and-joy-hofmeister/,Frontier Staff,We fact-checked the Oklahoma governor’s debate between Kevin Stitt and Joy Hofmeister,,,,Kevin Stitt,Political,Politician,Republican,Yes,Governor,Yes,Governor,Abortion/Women/WOMEN,Debate,Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,10/26/2022,https://www.readfrontier.org/stories/we-fact-checked-the-oklahoma-governors-debate-between-kevin-stitt-and-joy-hofmeister/,Frontier Staff,We fact-checked the Oklahoma governor’s debate between Kevin Stitt and Joy Hofmeister,,,,Joy Hofmeister,Political,Politician,Democratic,Yes,Superintendent of Public Instruction,Yes,Governor,"Economic Issues, Race",Debate,Article,Yes,B,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,10/27/2022,https://www.readfrontier.org/stories/we-fact-checked-the-oklahoma-governors-debate-between-kevin-stitt-and-joy-hofmeister/,Frontier Staff,We fact-checked the Oklahoma governor’s debate between Kevin Stitt and Joy Hofmeister,,,,Kevin Stitt,Political,Politician,Republican,Yes,Governor,Yes,Governor,"Government Operations, Economic Issues, Race",Debate,Article,Yes,B,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Oklahoma,The Frontier fact checks,10/31/2022,https://www.readfrontier.org/stories/as-political-ads-flood-the-oklahoma-governor-race-we-checked-the-facts/,Frontier Staff,"As political ads flood the Oklahoma governor race, we checked the facts",,,,The Oklahoma Project,Political,Political organization,Progressive,,,,,"Government Operations, Agriculture",Advertisement,Article,Yes,A,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Oklahoma,The Frontier fact checks,11/1/2022,https://www.readfrontier.org/stories/as-political-ads-flood-the-oklahoma-governor-race-we-checked-the-facts/,Frontier Staff,"As political ads flood the Oklahoma governor race, we checked the facts",,,,Imagine This Oklahoma,Political,Political organization,Democratic,,,,,"Education, Economic Issues",Advertisement,Article,Yes,B,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,11/2/2022,https://www.readfrontier.org/stories/as-political-ads-flood-the-oklahoma-governor-race-we-checked-the-facts/,Frontier Staff,"As political ads flood the Oklahoma governor race, we checked the facts",,,,Republican Governors Association,Political,Political organization,Republican,,,,,"Economic Issues, Energy and Environment",Advertisement,Article,Yes,B,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Oklahoma,The Frontier fact checks,11/3/2022,https://www.readfrontier.org/stories/as-political-ads-flood-the-oklahoma-governor-race-we-checked-the-facts/,Frontier Staff,"As political ads flood the Oklahoma governor race, we checked the facts",,,,Imagine This Oklahoma,Political,Political organization,Democratic,,,,,"Economic Issues, Individual Record",Advertisement,Article,Yes,B,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oklahoma,The Frontier fact checks,11/4/2022,https://www.readfrontier.org/stories/as-political-ads-flood-the-oklahoma-governor-race-we-checked-the-facts/,Frontier Staff,"As political ads flood the Oklahoma governor race, we checked the facts",,,,The Oklahoma Project,Political,Political organization,Progressive,,,,,"Economic Issues, Individual Record",Advertisement,Article,Yes,B,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Pennsylvania,News 8 Ad Watch,9/15/2022,https://www.wgal.com/article/ad-watch-fetterman-felon-murder/41234237,Matt Barcaro,Fact-checking Fetterman ad on felony murder,,,,Senate Leadership Fund,Political,Political organization,Republican,,,,,"Law and Crime and Policing, Individual Record",Advertisement,Article,Yes,A,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Pennsylvania,News 8 Ad Watch,9/16/2022,https://www.wgal.com/article/ad-watch-fetterman-felon-murder/41234238,Matt Barcaro,Fact-checking Fetterman ad on felony murder,,,,Senate Leadership Fund,Political,Political organization,Republican,,,,,"Law and Crime and Policing, Individual Record",Advertisement,Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
473,Pennsylvania,News 8 Ad Watch,9/23/2022,https://www.wgal.com/article/ad-watch-claiming-doug-mastrianos-positions-on-certain-issues-would-cost-jobs/41357214,Matt Barcaro,Fact-checking ad claiming Doug Mastriano's positions on some social issues would cost Pennsylvania jobs,,,,Josh Shapiro,Political,Politician,Democratic,Yes,State Attorney General,Yes,Governor,"Abortion/Women, Law and Crime and Policing, Individual Record",Advertisement,Video + Article,Yes,A,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
,Pennsylvania,News 8 Ad Watch,9/24/2022,https://www.wgal.com/article/ad-watch-claiming-doug-mastrianos-positions-on-certain-issues-would-cost-jobs/41357215,Matt Barcaro,Fact-checking ad claiming Doug Mastriano's positions on some social issues would cost Pennsylvania jobs,,,,Josh Shapiro,Political,Politician,Democratic,Yes,State Attorney General,Yes,Governor,"LGBTQ, Individual Record",Advertisement,Video + Article,Yes,B,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,News 8 Ad Watch,9/25/2022,https://www.wgal.com/article/ad-watch-claiming-doug-mastrianos-positions-on-certain-issues-would-cost-jobs/41357216,Matt Barcaro,Fact-checking ad claiming Doug Mastriano's positions on some social issues would cost Pennsylvania jobs,,,,Josh Shapiro,Political,Politician,Democratic,Yes,State Attorney General,Yes,Governor,"Abortion/Women, Economic Issues, Individual Record",Advertisement,Video + Article,Yes,B,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
474,Pennsylvania,News 8 Ad Watch,10/4/2022,https://www.wgal.com/article/ad-watch-about-mehmet-oz-position-on-abortion/41519486,Matt Barcaro,Fact-checking ad about Mehmet Oz's position on abortion,,,,Senate Majority PAC,Political,Political organization,Democratic,,,,,"Abortion/Women, Individual Record",Advertisement,Video + Article,Yes,A,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,News 8 Ad Watch,10/5/2022,https://www.wgal.com/article/ad-watch-about-mehmet-oz-position-on-abortion/41519487,Matt Barcaro,Fact-checking ad about Mehmet Oz's position on abortion,,,,Senate Majority PAC,Political,Political organization,Democratic,,,,,"Abortion/Women, Legislation, Individual Record",Advertisement,Video + Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
475,Pennsylvania,News 8 Ad Watch,10/21/2022,https://www.wgal.com/article/fact-checking-ad-attacking-us-senate-candidate-john-fetterman/41725128,Matt Barcaro,"Fact-checking ad attacking US Senate candidate John Fetterman on taxes, crime",,,,Mehmet Oz,Political,Politician,Republican,No,,Yes,U.S. Senator,"Law and Crime and Policing, Individual Record",Advertisement,Video + Article,Yes,A,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Pennsylvania,News 8 Ad Watch,10/22/2022,https://www.wgal.com/article/fact-checking-ad-attacking-us-senate-candidate-john-fetterman/41725129,Matt Barcaro,"Fact-checking ad attacking US Senate candidate John Fetterman on taxes, crime",,,,Mehmet Oz,Political,Politician,Republican,No,,Yes,U.S. Senator,"Economic Issues, Individual Record",Advertisement,Video + Article,No,B,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pennsylvania,News 8 Ad Watch,10/23/2022,https://www.wgal.com/article/fact-checking-ad-attacking-us-senate-candidate-john-fetterman/41725130,Matt Barcaro,"Fact-checking ad attacking US Senate candidate John Fetterman on taxes, crime",,,,Mehmet Oz,Political,Politician,Republican,No,,Yes,U.S. Senator,"Economic Issues, Individual Record",Advertisement,Video + Article,Yes,B,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Texas,KHOU11 Verify,9/30/2022,https://www.khou.com/article/news/verify/texas-gubernatorial-debate/285-dd264546-2f7d-4e1d-bc3a-5fbc78708e7b,"Marcelino Benito, Tina Macias, Pauline Smith, Cheryl Mercedes,",Fact-checking what was said during the Texas gubernatorial debate,,,,Greg Abbott,Political,Politician,Republican,Yes,Governor,Yes,Governor,"Immigration and Refugee Issues, Individual Record",Debate,Video + Article,Yes,A,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,10/1/2022,https://www.khou.com/article/news/verify/texas-gubernatorial-debate/285-dd264546-2f7d-4e1d-bc3a-5fbc78708e7b,"Marcelino Benito, Tina Macias, Pauline Smith, Cheryl Mercedes,",Fact-checking what was said during the Texas gubernatorial debate,,,,Beto O'Rourke,Political,Politician,Republican,No,,Yes,Governor,"Immigration and Refugee Issues, Government Operations, Individual Record",Debate,Video + Article,Yes,B,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,10/2/2022,https://www.khou.com/article/news/verify/texas-gubernatorial-debate/285-dd264546-2f7d-4e1d-bc3a-5fbc78708e7b,"Marcelino Benito, Tina Macias, Pauline Smith, Cheryl Mercedes,",Fact-checking what was said during the Texas gubernatorial debate,,,,Greg Abbott,Political,Politician,Republican,Yes,Governor,Yes,Governor,"Immigration and Refugee Issues, Law and Crime and Policing",Debate,Video + Article,Yes,B,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,10/3/2022,https://www.khou.com/article/news/verify/texas-gubernatorial-debate/285-dd264546-2f7d-4e1d-bc3a-5fbc78708e7b,"Marcelino Benito, Tina Macias, Pauline Smith, Cheryl Mercedes,",Fact-checking what was said during the Texas gubernatorial debate,,,,Greg Abbott,Political,Politician,Republican,Yes,Governor,Yes,Governor,"Guns, Government Operations",Debate,Video + Article,Yes,B,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,10/4/2022,https://www.khou.com/article/news/verify/texas-gubernatorial-debate/285-dd264546-2f7d-4e1d-bc3a-5fbc78708e7b,"Marcelino Benito, Tina Macias, Pauline Smith, Cheryl Mercedes,",Fact-checking what was said during the Texas gubernatorial debate,,,,Beto O'Rourke,Political,Politician,Republican,No,,Yes,Governor,Law and Crime and Policing,Debate,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,10/5/2022,https://www.khou.com/article/news/verify/texas-gubernatorial-debate/285-dd264546-2f7d-4e1d-bc3a-5fbc78708e7b,"Marcelino Benito, Tina Macias, Pauline Smith, Cheryl Mercedes,",Fact-checking what was said during the Texas gubernatorial debate,,,,Greg Abbott,Political,Politician,Republican,Yes,Governor,Yes,Governor,"Law and Crime and Policing, Individual Record",Debate,Video + Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,10/6/2022,https://www.khou.com/article/news/verify/texas-gubernatorial-debate/285-dd264546-2f7d-4e1d-bc3a-5fbc78708e7b,"Marcelino Benito, Tina Macias, Pauline Smith, Cheryl Mercedes,",Fact-checking what was said during the Texas gubernatorial debate,,,,Greg Abbott,Political,Politician,Republican,Yes,Governor,Yes,Governor,"Individual Record, Law and Crime and Policing",Debate,Video + Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,10/7/2022,https://www.khou.com/article/news/verify/texas-gubernatorial-debate/285-dd264546-2f7d-4e1d-bc3a-5fbc78708e7b,"Marcelino Benito, Tina Macias, Pauline Smith, Cheryl Mercedes,",Fact-checking what was said during the Texas gubernatorial debate,,,,Beto O'Rourke,Political,Politician,Republican,No,,Yes,Governor,"Individual Record, Law and Crime and Policing, Legislation, Government Operations",Debate,Video + Article,Yes,B,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
,Texas,KHOU11 Verify,10/8/2022,https://www.khou.com/article/news/verify/texas-gubernatorial-debate/285-dd264546-2f7d-4e1d-bc3a-5fbc78708e7b,"Marcelino Benito, Tina Macias, Pauline Smith, Cheryl Mercedes,",Fact-checking what was said during the Texas gubernatorial debate,,,,Beto O'Rourke,Political,Politician,Republican,No,,Yes,Governor,Health,Debate,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,10/9/2022,https://www.khou.com/article/news/verify/texas-gubernatorial-debate/285-dd264546-2f7d-4e1d-bc3a-5fbc78708e7b,"Marcelino Benito, Tina Macias, Pauline Smith, Cheryl Mercedes,",Fact-checking what was said during the Texas gubernatorial debate,,,,Beto O'Rourke,Political,Politician,Republican,No,,Yes,Governor,"Guns, Legislation, Individual Record",Debate,Video + Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Texas,KHOU11 Verify,10/10/2022,https://www.khou.com/article/news/verify/texas-gubernatorial-debate/285-dd264546-2f7d-4e1d-bc3a-5fbc78708e7b,"Marcelino Benito, Tina Macias, Pauline Smith, Cheryl Mercedes,",Fact-checking what was said during the Texas gubernatorial debate,,,,Beto O'Rourke,Political,Politician,Republican,No,,Yes,Governor,Law and Crime and Policing,Debate,Video + Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Texas,KHOU11 Verify,10/11/2022,https://www.khou.com/article/news/verify/texas-gubernatorial-debate/285-dd264546-2f7d-4e1d-bc3a-5fbc78708e7b,"Marcelino Benito, Tina Macias, Pauline Smith, Cheryl Mercedes,",Fact-checking what was said during the Texas gubernatorial debate,,,,Greg Abbott,Political,Politician,Republican,Yes,Governor,Yes,Governor,"Law and Crime and Policing, History, Government Operations",Debate,Video + Article,Yes,B,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
477,Texas,KHOU11 Verify,1/21/2022,https://www.khou.com/article/news/verify/verify-you-can-reuse-kn95-mask/285-4a840d20-44da-4681-be29-bce8c0c42934,Cheryl Mercedes,"Yes, some people need a fourth COVID shot; No, there isn't a new variant called deltacron",,,,Viewer question,Nonpolitical,,,,,,,Health,Written Statement,Video + Article,Yes,A,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
